0.000952381,0,45.63
0.000952381,5,45.63
0.000952381,10,45.63
0.000952381,20,46.726
0.000952381,30,49.164
0.000952381,40,51.096
0.000952381,50,45.63
0.000952381,60,46.616
0.000952381,70,45.89
0.000952381,80,47.356
0.0011764706,0,44.272
0.0011764706,5,44.272
0.0011764706,10,44.272
0.0011764706,20,46.478
0.0011764706,30,48.054
0.0011764706,40,50.239
0.0011764706,50,44.272
0.0011764706,60,44.228
0.0011764706,70,44.772
0.0011764706,80,46.076
0.0014285714,0,43.31
0.0014285714,5,43.31
0.0014285714,10,43.31
0.0014285714,20,44.788
0.0014285714,30,46.726
0.0014285714,40,49.832
0.0014285714,50,43.31
0.0014285714,60,44.239
0.0014285714,70,44.177
0.0014285714,80,45.062
0.0018181818,0,42.871
0.0018181818,5,42.871
0.0018181818,10,42.871
0.0018181818,20,45.186
0.0018181818,30,46.259
0.0018181818,40,50.413
0.0018181818,50,42.871
0.0018181818,60,42.879
0.0018181818,70,44.95
0.0018181818,80,44.879
0.0022222222,0,42.337
0.0022222222,5,42.337
0.0022222222,10,42.337
0.0022222222,20,44.791
0.0022222222,30,46.047
0.0022222222,40,50.116
0.0022222222,50,42.337
0.0022222222,60,42.988
0.0022222222,70,44.145
0.0022222222,80,45.459
0.0028571429,0,42.091
0.0028571429,5,42.091
0.0028571429,10,42.091
0.0028571429,20,45.463
0.0028571429,30,46.982
0.0028571429,40,50.691
0.0028571429,50,42.091
0.0028571429,60,42.624
0.0028571429,70,44.872
0.0028571429,80,45.381
0.004,0,41.652
0.004,5,41.652
0.004,10,41.652
0.004,20,45.467
0.004,30,47.329
0.004,40,52.381
0.004,50,41.652
0.004,60,43.447
0.004,70,45.016
0.004,80,46.628
0.005,0,41.835
0.005,5,41.835
0.005,10,41.835
0.005,20,45.979
0.005,30,48.332
0.005,40,51.747
0.005,50,41.835
0.005,60,43.72
0.005,70,44.709
0.005,80,46.658
0.0066666667,0,42.473
0.0066666667,5,42.473
0.0066666667,10,42.473
0.0066666667,20,47.238
0.0066666667,30,48.89
0.0066666667,40,53.416
0.0066666667,50,42.473
0.0066666667,60,44.62
0.0066666667,70,46.202
0.0066666667,80,48.328
0.01,0,44.462
0.01,5,44.462
0.01,10,44.462
0.01,20,49.145
0.01,30,50.474
0.01,40,56.128
0.01,50,44.462
0.01,60,45.909
0.01,70,48.531
0.01,80,49.996
0.02,0,47.563
0.02,5,47.563
0.02,10,47.563
0.02,20,59.911
0.02,30,59.95
0.02,40,69.811
0.02,50,47.563
0.02,60,52.726
0.02,70,56.547
0.02,80,61.225
0.0333333333,0,56.632
0.0333333333,5,56.632
0.0333333333,10,56.632
0.0333333333,20,102.107
0.0333333333,30,125.851
0.0333333333,40,191.404
0.0333333333,50,56.632
0.0333333333,60,88.867
0.0333333333,70,95.777
0.0333333333,80,115.142
