0.000952381,0,37.421
0.000952381,5,37.592
0.000952381,10,37.724
0.000952381,20,37.961
0.000952381,30,38.434
0.000952381,40,39.539
0.000952381,50,41.395
0.000952381,60,44.263
0.000952381,70,45.25
0.000952381,80,44.395
0.0011764706,0,36.149
0.0011764706,5,36.255
0.0011764706,10,36.521
0.0011764706,20,36.596
0.0011764706,30,37.191
0.0011764706,40,37.83
0.0011764706,50,39.362
0.0011764706,60,42.426
0.0011764706,70,43.755
0.0011764706,80,42.936
0.0014285714,0,35.087
0.0014285714,5,35.157
0.0014285714,10,35.358
0.0014285714,20,35.681
0.0014285714,30,35.952
0.0014285714,40,36.624
0.0014285714,50,38.755
0.0014285714,60,41.664
0.0014285714,70,43
0.0014285714,80,41.568
0.0018181818,0,43.717
0.0018181818,5,43.821
0.0018181818,10,43.972
0.0018181818,20,44.614
0.0018181818,30,45.021
0.0018181818,40,43.869
0.0018181818,50,44.779
0.0018181818,60,49.103
0.0018181818,70,49.138
0.0018181818,80,48.495
0.0022222222,0,39.867
0.0022222222,5,40.003
0.0022222222,10,39.249
0.0022222222,20,40.537
0.0022222222,30,41.192
0.0022222222,40,41.836
0.0022222222,50,42.503
0.0022222222,60,48.202
0.0022222222,70,50.373
0.0022222222,80,48.746
0.0028571429,0,36.956
0.0028571429,5,37.074
0.0028571429,10,37.227
0.0028571429,20,37.562
0.0028571429,30,37.858
0.0028571429,40,38.625
0.0028571429,50,41.778
0.0028571429,60,44.407
0.0028571429,70,45.096
0.0028571429,80,44.752
0.004,0,38.216
0.004,5,38.342
0.004,10,39.034
0.004,20,39.335
0.004,30,39.191
0.004,40,40.32
0.004,50,43.382
0.004,60,46.174
0.004,70,49.047
0.004,80,49.453
0.005,0,38.222
0.005,5,38.307
0.005,10,39.473
0.005,20,39.165
0.005,30,39.653
0.005,40,40.411
0.005,50,43.473
0.005,60,46.556
0.005,70,46.358
0.005,80,48.162
0.0066666667,0,38.093
0.0066666667,5,38.241
0.0066666667,10,39.479
0.0066666667,20,39.541
0.0066666667,30,39.51
0.0066666667,40,41.255
0.0066666667,50,43.589
0.0066666667,60,47.678
0.0066666667,70,50.634
0.0066666667,80,48.754
0.01,0,46.859
0.01,5,45.651
0.01,10,44.385
0.01,20,45.93
0.01,30,47.994
0.01,40,50.269
0.01,50,48.924
0.01,60,58.681
0.01,70,56.774
0.01,80,57.09
0.02,0,77.041
0.02,5,74.252
0.02,10,78.323
0.02,20,88.303
0.02,30,96.375
0.02,40,93.905
0.02,50,121.946
0.02,60,178.235
0.02,70,169.871
0.02,80,192.285
0.0333333333,0,247.759
0.0333333333,5,297.783
0.0333333333,10,225.361
0.0333333333,20,224.457
0.0333333333,30,244.97
0.0333333333,40,445.414
0.0333333333,50,470.293
0.0333333333,60,715.962
0.0333333333,70,918.055
0.0333333333,80,794.888
