0.000952381,0,35.8934
0.000952381,5,35.9936
0.000952381,10,36.04
0.000952381,20,36.2824
0.000952381,30,36.6012
0.000952381,40,37.2642
0.000952381,50,38.6738
0.000952381,60,40.966
0.000952381,70,42.121
0.000952381,80,41.4764
0.0011764706,0,34.879
0.0011764706,5,34.9618
0.0011764706,10,35.0884
0.0011764706,20,35.285
0.0011764706,30,35.6026
0.0011764706,40,36.1476
0.0011764706,50,37.6672
0.0011764706,60,40.2076
0.0011764706,70,40.9522
0.0011764706,80,40.5148
0.0014285714,0,34.15
0.0014285714,5,34.2514
0.0014285714,10,34.337
0.0014285714,20,34.6254
0.0014285714,30,34.8508
0.0014285714,40,35.491
0.0014285714,50,36.965
0.0014285714,60,39.4404
0.0014285714,70,40.393
0.0014285714,80,39.4982
0.0018181818,0,37.0152
0.0018181818,5,37.1038
0.0018181818,10,37.2316
0.0018181818,20,37.5106
0.0018181818,30,37.8404
0.0018181818,40,38.5122
0.0018181818,50,39.6612
0.0018181818,60,41.9866
0.0018181818,70,43.1236
0.0018181818,80,42.0194
0.0022222222,0,36.6698
0.0022222222,5,36.802
0.0022222222,10,36.6976
0.0022222222,20,37.1592
0.0022222222,30,37.491
0.0022222222,40,38.0786
0.0022222222,50,39.187
0.0022222222,60,42.0884
0.0022222222,70,43.0694
0.0022222222,80,42.4224
0.0028571429,0,35.739
0.0028571429,5,35.845
0.0028571429,10,36.0576
0.0028571429,20,36.2294
0.0028571429,30,36.5576
0.0028571429,40,37.2412
0.0028571429,50,39.2552
0.0028571429,60,41.4556
0.0028571429,70,42.6312
0.0028571429,80,41.9424
0.004,0,37.89
0.004,5,37.9936
0.004,10,38.3802
0.004,20,38.705
0.004,30,38.9702
0.004,40,39.574
0.004,50,41.7842
0.004,60,43.6852
0.004,70,46.3236
0.004,80,45.3566
0.005,0,40.1964
0.005,5,40.3298
0.005,10,40.6622
0.005,20,40.5032
0.005,30,41.0256
0.005,40,41.9326
0.005,50,43.1552
0.005,60,45.474
0.005,70,46.3832
0.005,80,47.042
0.0066666667,0,40.2852
0.0066666667,5,40.357
0.0066666667,10,40.8832
0.0066666667,20,41.022
0.0066666667,30,40.7828
0.0066666667,40,42.2042
0.0066666667,50,44.5302
0.0066666667,60,47.1714
0.0066666667,70,50.3182
0.0066666667,80,47.7796
0.01,0,46.0864
0.01,5,46.2312
0.01,10,46.1896
0.01,20,46.3836
0.01,30,48.4314
0.01,40,48.888
0.01,50,51.1974
0.01,60,55.59
0.01,70,56.9854
0.01,80,56.546
0.02,0,74.9718
0.02,5,76.5568
0.02,10,77.8782
0.02,20,81.8364
0.02,30,88.1704
0.02,40,92.519
0.02,50,110.6046
0.02,60,149.2772
0.02,70,182.2958
0.02,80,183.8732
0.0333333333,0,250.9796
0.0333333333,5,236.9828
0.0333333333,10,238.6474
0.0333333333,20,250.4384
0.0333333333,30,297.7388
0.0333333333,40,368.9546
0.0333333333,50,435.8226
0.0333333333,60,634.2932
0.0333333333,70,769.7074
0.0333333333,80,727.673
