0.000952381,10,True
0.000952381,50,True
0.000952381,100,True
0.000952381,200,True
0.000952381,300,True
0.000952381,400,True
0.000952381,500,True
0.000952381,600,True
0.000952381,700,True
0.000952381,800,True
0.000952381,900,True
0.000952381,1000,True
0.0011764706,10,True
0.0011764706,50,True
0.0011764706,100,True
0.0011764706,200,True
0.0011764706,300,True
0.0011764706,400,True
0.0011764706,500,True
0.0011764706,600,True
0.0011764706,700,True
0.0011764706,800,True
0.0011764706,900,True
0.0011764706,1000,True
0.0014285714,10,True
0.0014285714,50,True
0.0014285714,100,True
0.0014285714,200,True
0.0014285714,300,True
0.0014285714,400,True
0.0014285714,500,True
0.0014285714,600,True
0.0014285714,700,True
0.0014285714,800,True
0.0014285714,900,True
0.0014285714,1000,True
0.0018181818,10,True
0.0018181818,50,True
0.0018181818,100,True
0.0018181818,200,True
0.0018181818,300,True
0.0018181818,400,True
0.0018181818,500,True
0.0018181818,600,True
0.0018181818,700,True
0.0018181818,800,True
0.0018181818,900,True
0.0018181818,1000,True
0.0022222222,10,True
0.0022222222,50,True
0.0022222222,100,True
0.0022222222,200,True
0.0022222222,300,True
0.0022222222,400,True
0.0022222222,500,True
0.0022222222,600,True
0.0022222222,700,True
0.0022222222,800,True
0.0022222222,900,True
0.0022222222,1000,True
0.0028571429,10,True
0.0028571429,50,True
0.0028571429,100,True
0.0028571429,200,True
0.0028571429,300,True
0.0028571429,400,True
0.0028571429,500,True
0.0028571429,600,True
0.0028571429,700,True
0.0028571429,800,True
0.0028571429,900,True
0.0028571429,1000,True
0.004,10,True
0.004,50,True
0.004,100,True
0.004,200,True
0.004,300,True
0.004,400,True
0.004,500,True
0.004,600,True
0.004,700,True
0.004,800,True
0.004,900,True
0.004,1000,True
0.005,10,True
0.005,50,True
0.005,100,True
0.005,200,True
0.005,300,True
0.005,400,True
0.005,500,True
0.005,600,True
0.005,700,True
0.005,800,True
0.005,900,True
0.005,1000,True
0.0066666667,10,True
0.0066666667,50,True
0.0066666667,100,True
0.0066666667,200,True
0.0066666667,300,True
0.0066666667,400,True
0.0066666667,500,True
0.0066666667,600,True
0.0066666667,700,True
0.0066666667,800,True
0.0066666667,900,True
0.0066666667,1000,True
0.01,10,True
0.01,50,True
0.01,100,True
0.01,200,True
0.01,300,True
0.01,400,True
0.01,500,True
0.01,600,True
0.01,700,True
0.01,800,True
0.01,900,True
0.01,1000,True
0.02,10,True
0.02,50,True
0.02,100,True
0.02,200,True
0.02,300,True
0.02,400,True
0.02,500,True
0.02,600,True
0.02,700,True
0.02,800,True
0.02,900,True
0.02,1000,True
0.0333333333,10,True
0.0333333333,50,True
0.0333333333,100,True
0.0333333333,200,True
0.0333333333,300,True
0.0333333333,400,True
0.0333333333,500,True
0.0333333333,600,True
0.0333333333,700,True
0.0333333333,800,True
0.0333333333,900,True
0.0333333333,1000,True
